comparison,comparison_label,assay_id,uniprot_id,selection_type,retained_cnap_difference,limiting_deleterious_prevalence,reverse_retained_cnap_difference,deleterious_count,functional_count
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,Stability,0.007750619256367656,0.01,-0.23872736187688154,252,404
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TPK1_HUMAN_Weile_2017,TPK1_HUMAN,OrganismalFitness,0.007559022281555186,0.01,-0.12376356835248187,1927,1254
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,Expression,0.016308262803143445,0.01,-0.08518500928358258,708,2940
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN,OrganismalFitness,0.1989433142858144,0.9,-0.28335200601916777,436,126
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TRPC_SACS2_Chan_2017,TRPC_SACS2,OrganismalFitness,0.06488835650780855,0.9,-0.14558969872270772,917,602
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TRPC_THEMA_Chan_2017,TRPC_THEMA,OrganismalFitness,-0.061489168509178585,0.01,-0.04969009790612211,1091,428
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,Stability,0.036237215458653674,0.01,-0.14855517003284024,542,576
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE,Activity,-0.03948503256200997,0.20553125837557398,0.018126922534132,145,754
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,Stability,0.038228937912516706,0.01,-0.20016359121077243,548,654
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,Activity,-0.0045992559646338416,0.0868678329033533,-0.006077281153978459,254,443
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7,Stability,0.35924412974616154,0.01,-0.8058656593068927,321,726
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU,Stability,0.218498846787159,0.01,-0.4679829078505023,179,535
